file	line	decl	kind	lemma	before	after	hint
Lens/Number/Nat213/ChartGeneral.lean	14	chartChain_value	rw	E213.Theory.Raw.fold_slash	rw,show,rw,show,unfold	show,rw,rw	atomic
Lens/Number/Nat213/Lenses.lean	9	lensConstOne_always_one	rw	Raw.fold_slash	induction,rfl,rfl,show	rfl	atomic
Lens/Number/Nat213/Raw.lean	6	value_succ_of_ne	rw	Raw.fold_slash	unfold,rw,show	show,rfl	atomic
Lens/Properties/ABRefines.lean	9	boolXorLens_view_eq	apply	Raw.fold_slash	induction,decide,decide,have	intro,cases,cases,rfl,have	atomic
Lens/Properties/ABRefines.lean	16	boolXorLens_view_eq	apply	Raw.fold_slash	intro,cases,cases,rfl,have	intro,show,rw,rw,have	atomic
Lens/Properties/Characterisation/Core.lean	130	R3_view_nonVanishing	exact	Raw.fold_slash	show,exact,show,have,show	rw,intro,rcases,exact,exact	atomic
Lens/Properties/Leaf.lean	9	leaves_ge_one	apply	Raw.fold_slash	intro,induction,decide,decide,have	intro,exact,rw,exact	atomic
Lens/Properties/Leaf.lean	8	leafLens_view_eq	apply	Raw.fold_slash	intro,induction,decide,decide,have	intro,rfl,have,apply,intro	atomic
Lens/Properties/Leaf.lean	12	leafLens_view_eq	apply	Raw.fold_slash	have,apply,intro,rfl,have	intro,exact,have,have,rw	atomic
Lens/Properties/Morphism/FoldStructured.lean	5	lens_view_fold_structured	exact	Raw.fold_slash	refine,rfl,rfl,intro		ambiguous
Lens/SelfCompletion.lean	7	view_slash_uses_combine	exact	Raw.fold_slash	show		atomic
Lens/SemanticAtom.lean	2	universalMorphism_slash	apply	Raw.fold_slash	unfold		ambiguous
Lens/Universal/QuotLens.lean	13	universalLens_view_eq	apply	Raw.fold_slash	induction,rfl,rfl,have	intro,exact,rw,funext,apply	atomic
Lib/Math/Cauchy/GenericFamily.lean	22	projectionLens_view	apply	Raw.fold_slash	have,intro,funext,exact,have	have,apply,rw,funext,show	atomic
Lib/Math/Cauchy/GenericFamily.lean	28	projectionLens_view	apply	Raw.fold_slash	funext,exact,have,apply,have	rw,funext,show,rw,exact	atomic
Lib/Math/Cauchy/PellSeq.lean	1	abLens_slash	apply	Raw.fold_slash		intro,show,rw	ambiguous
Lib/Math/Choice/CanonicalTruthChar.lean	1	aCountParityLens_slash	apply	Raw.fold_slash		intro,show,cases,cases,rfl	ambiguous
Lib/Math/Choice/CanonicalTruthChar.lean	1	iffBoolLens_slash	apply	Raw.fold_slash		intro,show,decide,decide,cases	ambiguous
Lib/Math/Choice/CanonicalTruthChar.lean	27	canonicalAndMap_iff_eq_a	apply	Raw.fold_slash	rfl,intro,exact,have,have	intro,show,rw,rw,have	atomic
Lib/Math/Choice/CanonicalTruthChar.lean	217	slash_ne_b_via_depth	apply	Raw.fold_slash	intro,have,have	intro,show,rw,rw,have	atomic
Lib/Math/ModArith/JoinBezout.lean	8	leaves_ge_one	apply	Raw.fold_slash	induction,decide,decide,have	intro,exact,rw,exact	atomic
Lib/Math/ModArith/JoinCoprime.lean	10	leaves_ge_one	apply	Raw.fold_slash	induction,decide,decide,have	intro,exact,rw,exact	atomic
Lib/Math/ModArith/JoinEquivGCD.lean	8	leaves_ge_one_local	apply	Raw.fold_slash	induction,decide,decide,have	intro,exact,rw,exact	atomic
Lib/Math/ModArith/JoinEuclidean.lean	27	leaves_ge_one_local	apply	Raw.fold_slash	induction,decide,decide,have	intro,exact,rw,exact	atomic
Lib/Math/ModArith/JoinExample.lean	10	leaves_ge_one	apply	Raw.fold_slash	induction,decide,decide,have	intro,exact,rw,exact	atomic
Theory/Raw/Levels.lean	8	Raw.depth_slash	exact	Raw.fold_slash	rw,have		ambiguous
Theory/Raw/Levels.lean	4	Raw.leaves_slash	exact	Raw.fold_slash	rw		ambiguous
